chr	start	end	strand	ens_id	description	symbol	miRBase_ID
chr19	52281797	52281893	+	ENSG00000208002	microRNA 643 [Source:HGNC Symbol;Acc:HGNC:32899]	MIR643	hsa-mir-643
chr19	53666679	53666762	+	ENSG00000207645	microRNA 512-1 [Source:HGNC Symbol;Acc:HGNC:32090]	MIR512-1	hsa-mir-512-1
chr19	53669157	53669254	+	ENSG00000207644	microRNA 512-2 [Source:HGNC Symbol;Acc:HGNC:32091]	MIR512-2	hsa-mir-512-2
chr19	53671968	53672040	+	ENSG00000221017	microRNA 1323 [Source:HGNC Symbol;Acc:HGNC:35251]	MIR1323	hsa-mir-1323
chr19	53674197	53674320	+	ENSG00000207869	microRNA 498 [Source:HGNC Symbol;Acc:HGNC:32092]	MIR498	hsa-mir-498
chr19	53675711	53675797	+	ENSG00000207599	microRNA 520e [Source:HGNC Symbol;Acc:HGNC:32093]	MIR520E	hsa-mir-520e
chr19	53679940	53680023	+	ENSG00000207810	microRNA 519e [Source:HGNC Symbol;Acc:HGNC:32095]	MIR519E	hsa-mir-519e
chr19	53682159	53682245	+	ENSG00000283540	microRNA 520f [Source:HGNC Symbol;Acc:HGNC:32096]	MIR520F	hsa-mir-520f
chr19	53686469	53686555	+	ENSG00000207788	microRNA 519c [Source:HGNC Symbol;Acc:HGNC:32098]	MIR519C	hsa-mir-519c
chr19	53688481	53688567	+	ENSG00000221421	microRNA 1283-1 [Source:HGNC Symbol;Acc:HGNC:35255]	MIR1283-1	hsa-mir-1283-1
chr19	53690881	53690965	+	ENSG00000207594	microRNA 520a [Source:HGNC Symbol;Acc:HGNC:32099]	MIR520A	hsa-mir-520a
chr19	53694393	53694475	+	ENSG00000207580	microRNA 526b [Source:HGNC Symbol;Acc:HGNC:32100]	MIR526B	hsa-mir-526b
chr19	53695213	53695293	+	ENSG00000207825	microRNA 519b [Source:HGNC Symbol;Acc:HGNC:32101]	MIR519B	hsa-mir-519b
chr19	53697533	53697617	+	ENSG00000207711	microRNA 525 [Source:HGNC Symbol;Acc:HGNC:32102]	MIR525	hsa-mir-525
chr19	53698385	53698471	+	ENSG00000283455	microRNA 523 [Source:HGNC Symbol;Acc:HGNC:32103]	MIR523	hsa-mir-523
chr19	53700015	53700101	+	ENSG00000207706	microRNA 518f [Source:HGNC Symbol;Acc:HGNC:32104]	MIR518F	hsa-mir-518f
chr19	53701227	53701287	+	ENSG00000207722	microRNA 520b [Source:HGNC Symbol;Acc:HGNC:32105]	MIR520B	hsa-mir-520b
chr19	53702737	53702819	+	ENSG00000207862	microRNA 518b [Source:HGNC Symbol;Acc:HGNC:32106]	MIR518B	hsa-mir-518b
chr19	53706252	53706336	+	ENSG00000207629	microRNA 526a-1 [Source:HGNC Symbol;Acc:HGNC:32107]	MIR526A1	hsa-mir-526a-1
chr19	53707453	53707539	+	ENSG00000207738	microRNA 520c [Source:HGNC Symbol;Acc:HGNC:32108]	MIR520C	hsa-mir-520c
chr19	53708735	53708835	+	ENSG00000283490	microRNA 518c [Source:HGNC Symbol;Acc:HGNC:32109]	MIR518C	hsa-mir-518c
chr19	53711002	53711088	+	ENSG00000283289	microRNA 524 [Source:HGNC Symbol;Acc:HGNC:32110]	MIR524	hsa-mir-524
chr19	53712268	53712354	+	ENSG00000207734	microRNA 517a [Source:HGNC Symbol;Acc:HGNC:32111]	MIR517A	hsa-mir-517a
chr19	53713347	53713434	+	ENSG00000207981	microRNA 519d [Source:HGNC Symbol;Acc:HGNC:32112]	MIR519D	hsa-mir-519d
chr19	53716594	53716680	+	ENSG00000207549	microRNA 521-2 [Source:HGNC Symbol;Acc:HGNC:32113]	MIR521-2	hsa-mir-521-2
chr19	53720096	53720182	+	ENSG00000207735	microRNA 520d [Source:HGNC Symbol;Acc:HGNC:32114]	MIR520D	hsa-mir-520d
chr19	53721076	53721142	+	ENSG00000207837	microRNA 517b [Source:HGNC Symbol;Acc:HGNC:32115]	MIR517B	hsa-mir-517b
chr19	53722166	53722255	+	ENSG00000207799	microRNA 520g [Source:HGNC Symbol;Acc:HGNC:32116]	MIR520G	hsa-mir-520g
chr19	53725442	53725526	+	ENSG00000207925	microRNA 516b-2 [Source:HGNC Symbol;Acc:HGNC:32117]	MIR516B2	hsa-mir-516b-2
chr19	53726922	53726986	+	ENSG00000211532	microRNA 526a-2 [Source:HGNC Symbol;Acc:HGNC:32118]	MIR526A2	hsa-mir-526a-2
chr19	53729838	53729925	+	ENSG00000207987	microRNA 518e [Source:HGNC Symbol;Acc:HGNC:32119]	MIR518E	hsa-mir-518e
chr19	53731006	53731090	+	ENSG00000207803	microRNA 518a-1 [Source:HGNC Symbol;Acc:HGNC:32120]	MIR518A1	hsa-mir-518a-1
chr19	53734877	53734963	+	ENSG00000283330	microRNA 518d [Source:HGNC Symbol;Acc:HGNC:32121]	MIR518D	hsa-mir-518d
chr19	53736845	53736934	+	ENSG00000207946	microRNA 516b-1 [Source:HGNC Symbol;Acc:HGNC:32122]	MIR516B1	hsa-mir-516b-1
chr19	53739333	53739419	+	ENSG00000207699	microRNA 518a-2 [Source:HGNC Symbol;Acc:HGNC:32123]	MIR518A2	hsa-mir-518a-2
chr19	53741313	53741407	+	ENSG00000207838	microRNA 517c [Source:HGNC Symbol;Acc:HGNC:32124]	MIR517C	hsa-mir-517c
chr19	53742512	53742599	+	ENSG00000207861	microRNA 520h [Source:HGNC Symbol;Acc:HGNC:32125]	MIR520H	hsa-mir-520h
chr19	53748636	53748722	+	ENSG00000207634	microRNA 521-1 [Source:HGNC Symbol;Acc:HGNC:32126]	MIR521-1	hsa-mir-521-1
chr19	53751211	53751297	+	ENSG00000283685	microRNA 522 [Source:HGNC Symbol;Acc:HGNC:32127]	MIR522	hsa-mir-522
chr19	53752397	53752481	+	ENSG00000207992	microRNA 519a-1 [Source:HGNC Symbol;Acc:HGNC:32128]	MIR519A1	hsa-mir-519a-1
chr19	53754018	53754102	+	ENSG00000207979	microRNA 527 [Source:HGNC Symbol;Acc:HGNC:32129]	MIR527	hsa-mir-527
chr19	53756741	53756830	+	ENSG00000207767	microRNA 516a-1 [Source:HGNC Symbol;Acc:HGNC:32130]	MIR516A1	hsa-mir-516a-1
chr19	53758232	53758318	+	ENSG00000221548	microRNA 1283-2 [Source:HGNC Symbol;Acc:HGNC:35361]	MIR1283-2	hsa-mir-1283-2
chr19	53761133	53761222	+	ENSG00000207620	microRNA 516a-2 [Source:HGNC Symbol;Acc:HGNC:32131]	MIR516A2	hsa-mir-516a-2
chr19	53762344	53762430	+	ENSG00000284362	microRNA 519a-2 [Source:HGNC Symbol;Acc:HGNC:32132]	MIR519A2	hsa-mir-519a-2
chr19	53787675	53787741	+	ENSG00000199031	microRNA 371a [Source:HGNC Symbol;Acc:HGNC:31785]	MIR371A	hsa-mir-371a
chr19	53787677	53787742	-	ENSG00000284568	microRNA 371b [Source:HGNC Symbol;Acc:HGNC:41863]	MIR371B	hsa-mir-371b
chr19	53787890	53787956	+	ENSG00000199095	microRNA 372 [Source:HGNC Symbol;Acc:HGNC:31786]	MIR372	hsa-mir-372
chr19	53788705	53788773	+	ENSG00000199143	microRNA 373 [Source:HGNC Symbol;Acc:HGNC:31787]	MIR373	hsa-mir-373
chr19	53982307	53982397	+	ENSG00000284583	microRNA 935 [Source:HGNC Symbol;Acc:HGNC:33678]	MIR935	hsa-mir-935
chr19	54282109	54282180	+	ENSG00000264703	microRNA 4752 [Source:HGNC Symbol;Acc:HGNC:41803]	MIR4752	hsa-mir-4752
chr19	54645309	54645383	+	ENSG00000277636	microRNA 8061 [Source:HGNC Symbol;Acc:HGNC:50077]	MIR8061	hsa-mir-8061
chr19	55123225	55123292	-	ENSG00000275863	microRNA 7975 [Source:HGNC Symbol;Acc:HGNC:49967]	MIR7975	hsa-mir-7975
chr19	55230885	55230952	-	ENSG00000275519	microRNA 6804 [Source:HGNC Symbol;Acc:HGNC:50253]	MIR6804	hsa-mir-6804
chr19	55239912	55239976	-	ENSG00000278328	microRNA 6802 [Source:HGNC Symbol;Acc:HGNC:50154]	MIR6802	hsa-mir-6802
chr19	55245186	55245250	-	ENSG00000278264	microRNA 6803 [Source:HGNC Symbol;Acc:HGNC:50035]	MIR6803	hsa-mir-6803
chr19	55388181	55388242	+	ENSG00000284029	microRNA 6805 [Source:HGNC Symbol;Acc:HGNC:50215]	MIR6805	hsa-mir-6805
chr19	58334688	58334751	+	ENSG00000277588	microRNA 6806 [Source:HGNC Symbol;Acc:HGNC:49937]	MIR6806	hsa-mir-6806
chr19	58386770	58386858	-	ENSG00000266640	microRNA 4754 [Source:HGNC Symbol;Acc:HGNC:41786]	MIR4754	hsa-mir-4754
chr19	58550285	58550376	+	ENSG00000275924	microRNA 6807 [Source:HGNC Symbol;Acc:HGNC:50191]	MIR6807	hsa-mir-6807
chr2	5974662	5974732	+	ENSG00000276733	microRNA 7158 [Source:HGNC Symbol;Acc:HGNC:49971]	MIR7158	hsa-mir-7158
chr2	6650373	6650439	+	ENSG00000283394	microRNA 7515 [Source:HGNC Symbol;Acc:HGNC:49839]	MIR7515	hsa-mir-7515
chr2	10192614	10192671	-	ENSG00000265418	microRNA 4261 [Source:HGNC Symbol;Acc:HGNC:38272]	MIR4261	hsa-mir-4261
chr2	11540605	11540677	-	ENSG00000264010	microRNA 4429 [Source:HGNC Symbol;Acc:HGNC:41579]	MIR4429	hsa-mir-4429
chr2	11767444	11767525	+	ENSG00000265056	microRNA 548s [Source:HGNC Symbol;Acc:HGNC:38354]	MIR548S	hsa-mir-548s
chr2	11836933	11836986	-	ENSG00000265172	microRNA 4262 [Source:HGNC Symbol;Acc:HGNC:38308]	MIR4262	hsa-mir-4262
chr2	12199130	12199201	+	ENSG00000264089	microRNA 3681 [Source:HGNC Symbol;Acc:HGNC:38994]	MIR3681	hsa-mir-3681
chr2	12737367	12737444	+	ENSG00000264370	microRNA 3125 [Source:HGNC Symbol;Acc:HGNC:38219]	MIR3125	hsa-mir-3125
chr2	19348429	19348505	+	ENSG00000266738	microRNA 4757 [Source:HGNC Symbol;Acc:HGNC:41746]	MIR4757	hsa-mir-4757
chr2	25328640	25328721	-	ENSG00000221445	microRNA 1301 [Source:HGNC Symbol;Acc:HGNC:35253]	MIR1301	hsa-mir-1301
chr2	27996367	27996449	+	ENSG00000265321	microRNA 4263 [Source:HGNC Symbol;Acc:HGNC:38365]	MIR4263	hsa-mir-4263
chr2	32532153	32532246	+	ENSG00000207653	microRNA 558 [Source:HGNC Symbol;Acc:HGNC:32814]	MIR558	hsa-mir-558
chr2	32635255	32635331	+	ENSG00000265057	microRNA 4765 [Source:HGNC Symbol;Acc:HGNC:41791]	MIR4765	hsa-mir-4765
chr2	33418516	33418564	+	ENSG00000283591	microRNA 4430 [Source:HGNC Symbol;Acc:HGNC:41646]	MIR4430	hsa-mir-4430
chr2	35471405	35471486	+	ENSG00000265301	microRNA 548ad [Source:HGNC Symbol;Acc:HGNC:41683]	MIR548AD	hsa-mir-548ad
chr2	47377675	47377770	+	ENSG00000207923	microRNA 559 [Source:HGNC Symbol;Acc:HGNC:32815]	MIR559	hsa-mir-559
chr2	49059603	49059658	+	ENSG00000212036	microRNA 548ba [Source:HGNC Symbol;Acc:HGNC:50260]	MIR548BA	hsa-mir-548ba
chr2	50696172	50696262	-	ENSG00000216191	microRNA 8485 [Source:HGNC Symbol;Acc:HGNC:50839]	MIR8485	hsa-mir-8485
chr2	52702522	52702615	-	ENSG00000264975	microRNA 4431 [Source:HGNC Symbol;Acc:HGNC:41738]	MIR4431	hsa-mir-4431
chr2	53849122	53849205	-	ENSG00000265452	microRNA 3682 [Source:HGNC Symbol;Acc:HGNC:38916]	MIR3682	hsa-mir-3682
chr2	55982967	55983076	-	ENSG00000207548	microRNA 217 [Source:HGNC Symbol;Acc:HGNC:31594]	MIR217	hsa-mir-217
chr2	55988950	55989059	-	ENSG00000207798	microRNA 216a [Source:HGNC Symbol;Acc:HGNC:31593]	MIR216A	hsa-mir-216a
chr2	56000714	56000795	-	ENSG00000211520	microRNA 216b [Source:HGNC Symbol;Acc:HGNC:33668]	MIR216B	hsa-mir-216b
chr2	60387362	60387445	-	ENSG00000266078	microRNA 4432 [Source:HGNC Symbol;Acc:HGNC:41649]	MIR4432	hsa-mir-4432
chr2	62205826	62205917	+	ENSG00000266097	microRNA 5192 [Source:HGNC Symbol;Acc:HGNC:43473]	MIR5192	hsa-mir-5192
chr2	64340747	64340848	-	ENSG00000264297	microRNA 4433b [Source:HGNC Symbol;Acc:HGNC:50258]	MIR4433B	hsa-mir-4433b
chr2	64340759	64340839	+	ENSG00000283222	microRNA 4433a [Source:HGNC Symbol;Acc:HGNC:41634]	MIR4433A	hsa-mir-4433a
chr2	64525513	64525565	+	ENSG00000283204	microRNA 4434 [Source:HGNC Symbol;Acc:HGNC:41832]	MIR4434	hsa-mir-4434
chr2	66358249	66358328	-	ENSG00000264525	microRNA 4778 [Source:HGNC Symbol;Acc:HGNC:41648]	MIR4778	hsa-mir-4778
chr2	69103682	69103755	+	ENSG00000266649	microRNA 3126 [Source:HGNC Symbol;Acc:HGNC:38225]	MIR3126	hsa-mir-3126
chr2	70252918	70253005	-	ENSG00000221238	microRNA 1285-2 [Source:HGNC Symbol;Acc:HGNC:35278]	MIR1285-2	hsa-mir-1285-2
chr2	75090812	75090914	+	ENSG00000263909	microRNA 5000 [Source:HGNC Symbol;Acc:HGNC:43464]	MIR5000	hsa-mir-5000
chr2	79649294	79649359	-	ENSG00000266436	microRNA 4264 [Source:HGNC Symbol;Acc:HGNC:38338]	MIR4264	hsa-mir-4264
chr2	79866495	79866583	-	ENSG00000276917	microRNA 8080 [Source:HGNC Symbol;Acc:HGNC:49989]	MIR8080	hsa-mir-8080
chr2	85783600	85783677	-	ENSG00000278783	microRNA 6071 [Source:HGNC Symbol;Acc:HGNC:50229]	MIR6071	hsa-mir-6071
chr2	86193026	86193108	-	ENSG00000265420	microRNA 4779 [Source:HGNC Symbol;Acc:HGNC:41747]	MIR4779	hsa-mir-4779
chr2	88082519	88082599	-	ENSG00000265003	microRNA 4780 [Source:HGNC Symbol;Acc:HGNC:41552]	MIR4780	hsa-mir-4780
chr2	88812370	88812454	+	ENSG00000265510	microRNA 4436a [Source:HGNC Symbol;Acc:HGNC:41762]	MIR4436A	hsa-mir-4436a
chr2	96798278	96798353	+	ENSG00000264157	microRNA 3127 [Source:HGNC Symbol;Acc:HGNC:38269]	MIR3127	hsa-mir-3127
chr2	101309450	101309534	+	ENSG00000264857	microRNA 5696 [Source:HGNC Symbol;Acc:HGNC:43516]	MIR5696	hsa-mir-5696
chr2	102432289	102432366	+	ENSG00000264764	microRNA 4772 [Source:HGNC Symbol;Acc:HGNC:41741]	MIR4772	hsa-mir-4772
chr2	109141490	109141588	-	ENSG00000264934	microRNA 4265 [Source:HGNC Symbol;Acc:HGNC:38358]	MIR4265	hsa-mir-4265
chr2	109313571	109313625	-	ENSG00000265965	microRNA 4266 [Source:HGNC Symbol;Acc:HGNC:38175]	MIR4266	hsa-mir-4266
chr2	110069961	110070042	-	ENSG00000265682	microRNA 4267 [Source:HGNC Symbol;Acc:HGNC:38286]	MIR4267	hsa-mir-4267
chr2	111321013	111321086	-	ENSG00000266139	microRNA 4435-2 [Source:HGNC Symbol;Acc:HGNC:41837]	MIR4435-2	hsa-mir-4435-2
chr2	113582959	113583096	-	ENSG00000221055	microRNA 1302-3 [Source:HGNC Symbol;Acc:HGNC:35295]	MIR1302-3	hsa-mir-1302-3
chr2	113721290	113721368	-	ENSG00000265429	microRNA 4782 [Source:HGNC Symbol;Acc:HGNC:41635]	MIR4782	hsa-mir-4782
chr2	127423537	127423618	-	ENSG00000264075	microRNA 4783 [Source:HGNC Symbol;Acc:HGNC:41874]	MIR4783	hsa-mir-4783
chr2	131491160	131491236	-	ENSG00000284149	microRNA 4784 [Source:HGNC Symbol;Acc:HGNC:41580]	MIR4784	hsa-mir-4784
chr2	132256966	132257080	-	ENSG00000221288	microRNA 663b [Source:HGNC Symbol;Acc:HGNC:35270]	MIR663B	hsa-mir-663b
chr2	134127125	134127192	+	ENSG00000263813	microRNA 3679 [Source:HGNC Symbol;Acc:HGNC:38979]	MIR3679	hsa-mir-3679
chr2	134857820	134857873	+	ENSG00000263783	microRNA 5590 [Source:HGNC Symbol;Acc:HGNC:43541]	MIR5590	hsa-mir-5590
chr2	135665397	135665478	+	ENSG00000207654	microRNA 128-1 [Source:HGNC Symbol;Acc:HGNC:31510]	MIR128-1	hsa-mir-128-1
chr2	140586626	140586685	-	ENSG00000283506	microRNA 7157 [Source:HGNC Symbol;Acc:HGNC:50010]	MIR7157	hsa-mir-7157
chr2	159186835	159186901	+	ENSG00000275141	microRNA 6888 [Source:HGNC Symbol;Acc:HGNC:50071]	MIR6888	hsa-mir-6888
chr2	160407810	160407882	-	ENSG00000283734	microRNA 4785 [Source:HGNC Symbol;Acc:HGNC:41889]	MIR4785	hsa-mir-4785
chr2	168582943	168583018	+	ENSG00000265694	microRNA 4774 [Source:HGNC Symbol;Acc:HGNC:41873]	MIR4774	hsa-mir-4774
chr2	175167633	175167709	-	ENSG00000215973	microRNA 933 [Source:HGNC Symbol;Acc:HGNC:33676]	MIR933	hsa-mir-933
chr2	176150303	176150412	+	ENSG00000207744	microRNA 10b [Source:HGNC Symbol;Acc:HGNC:31498]	MIR10B	hsa-mir-10b
chr2	176188843	176188901	+	ENSG00000283880	microRNA 7704 [Source:HGNC Symbol;Acc:HGNC:50089]	MIR7704	hsa-mir-7704
chr2	176600980	176601052	-	ENSG00000283203	microRNA 1246 [Source:HGNC Symbol;Acc:HGNC:35312]	MIR1246	hsa-mir-1246
chr2	177255945	177256010	-	ENSG00000265396	microRNA 3128 [Source:HGNC Symbol;Acc:HGNC:38188]	MIR3128	hsa-mir-3128
chr2	177313806	177313882	-	ENSG00000278418	microRNA 6512 [Source:HGNC Symbol;Acc:HGNC:50259]	MIR6512	hsa-mir-6512
chr2	179860836	179860908	-	ENSG00000221240	microRNA 1258 [Source:HGNC Symbol;Acc:HGNC:35323]	MIR1258	hsa-mir-1258
chr2	181305593	181305652	-	ENSG00000266705	microRNA 4437 [Source:HGNC Symbol;Acc:HGNC:41715]	MIR4437	hsa-mir-4437
chr2	184378975	184379044	+	ENSG00000266808	microRNA 548ae-1 [Source:HGNC Symbol;Acc:HGNC:41742]	MIR548AE1	hsa-mir-548ae-1
chr2	188297492	188297588	+	ENSG00000207951	microRNA 561 [Source:HGNC Symbol;Acc:HGNC:32817]	MIR561	hsa-mir-561
chr2	188978093	188978161	-	ENSG00000283238	microRNA 1245b [Source:HGNC Symbol;Acc:HGNC:41794]	MIR1245B	hsa-mir-1245b
chr2	188995630	188995692	+	ENSG00000284180	microRNA 3606 [Source:HGNC Symbol;Acc:HGNC:38881]	MIR3606	hsa-mir-3606
chr2	189133036	189133111	-	ENSG00000264725	microRNA 3129 [Source:HGNC Symbol;Acc:HGNC:38217]	MIR3129	hsa-mir-3129
chr2	207109987	207110073	-	ENSG00000253008	microRNA 2355 [Source:HGNC Symbol;Acc:HGNC:38328]	MIR2355	hsa-mir-2355
chr2	207166400	207166498	+	ENSG00000277590	microRNA 7845 [Source:HGNC Symbol;Acc:HGNC:50267]	MIR7845	hsa-mir-7845
chr2	207269275	207269424	-	ENSG00000221628	microRNA 1302-4 [Source:HGNC Symbol;Acc:HGNC:35296]	MIR1302-4	hsa-mir-1302-4
chr2	207754807	207754881	+	ENSG00000284079	microRNA 4775 [Source:HGNC Symbol;Acc:HGNC:41885]	MIR4775	hsa-mir-4775
chr2	212426263	212426360	-	ENSG00000221782	microRNA 548f-2 [Source:HGNC Symbol;Acc:HGNC:35306]	MIR548F2	hsa-mir-548f-2
chr2	213758067	213758159	+	ENSG00000265734	microRNA 4438 [Source:HGNC Symbol;Acc:HGNC:41555]	MIR4438	hsa-mir-4438
chr2	217900513	217900628	-	ENSG00000275458	microRNA 6809 [Source:HGNC Symbol;Acc:HGNC:49926]	MIR6809	hsa-mir-6809
chr2	218280125	218280188	-	ENSG00000284173	microRNA 6513 [Source:HGNC Symbol;Acc:HGNC:50247]	MIR6513	hsa-mir-6513
chr2	218341911	218341980	+	ENSG00000278524	microRNA 6810 [Source:HGNC Symbol;Acc:HGNC:49987]	MIR6810	hsa-mir-6810
chr2	218402646	218402722	+	ENSG00000199121	microRNA 26b [Source:HGNC Symbol;Acc:HGNC:31612]	MIR26B	hsa-mir-26b
chr2	218823090	218823154	+	ENSG00000283639	microRNA 9500 [Source:HGNC Symbol;Acc:HGNC:50841]	MIR9500	hsa-mir-9500
chr2	219001645	219001708	-	ENSG00000198973	microRNA 375 [Source:HGNC Symbol;Acc:HGNC:31868]	MIR375	hsa-mir-375
chr2	219058688	219058750	-	ENSG00000264755	microRNA 3131 [Source:HGNC Symbol;Acc:HGNC:38347]	MIR3131	hsa-mir-3131
chr2	219294111	219294200	-	ENSG00000207647	microRNA 153-1 [Source:HGNC Symbol;Acc:HGNC:31539]	MIR153-1	hsa-mir-153-1
chr2	219549073	219549147	-	ENSG00000265252	microRNA 3132 [Source:HGNC Symbol;Acc:HGNC:38373]	MIR3132	hsa-mir-3132
chr2	219906502	219906565	-	ENSG00000266518	microRNA 4268 [Source:HGNC Symbol;Acc:HGNC:38352]	MIR4268	hsa-mir-4268
chr2	225010461	225010540	-	ENSG00000263828	microRNA 4439 [Source:HGNC Symbol;Acc:HGNC:41622]	MIR4439	hsa-mir-4439
chr2	226658710	226658793	-	ENSG00000263363	microRNA 5702 [Source:HGNC Symbol;Acc:HGNC:43503]	MIR5702	hsa-mir-5702
chr2	227472132	227472187	+	ENSG00000284092	microRNA 5703 [Source:HGNC Symbol;Acc:HGNC:43475]	MIR5703	hsa-mir-5703
chr2	231362708	231362793	+	ENSG00000263641	microRNA 4777 [Source:HGNC Symbol;Acc:HGNC:41773]	MIR4777	hsa-mir-4777
chr2	231892242	231892298	-	ENSG00000222246	microRNA 1471 [Source:HGNC Symbol;Acc:HGNC:35380]	MIR1471	hsa-mir-1471
chr2	232172653	232172747	+	ENSG00000207626	microRNA 562 [Source:HGNC Symbol;Acc:HGNC:32818]	MIR562	hsa-mir-562
chr2	232550474	232550573	-	ENSG00000284407	microRNA 5001 [Source:HGNC Symbol;Acc:HGNC:43462]	MIR5001	hsa-mir-5001
chr2	237510931	237510988	+	ENSG00000277842	microRNA 6811 [Source:HGNC Symbol;Acc:HGNC:49944]	MIR6811	hsa-mir-6811
chr2	239068817	239068914	-	ENSG00000266109	microRNA 4440 [Source:HGNC Symbol;Acc:HGNC:41740]	MIR4440	hsa-mir-4440
chr2	239085827	239085926	-	ENSG00000264810	microRNA 4441 [Source:HGNC Symbol;Acc:HGNC:41728]	MIR4441	hsa-mir-4441
chr2	239305462	239305545	+	ENSG00000265215	microRNA 4269 [Source:HGNC Symbol;Acc:HGNC:38291]	MIR4269	hsa-mir-4269
chr2	239351724	239351804	-	ENSG00000264292	microRNA 2467 [Source:HGNC Symbol;Acc:HGNC:41881]	MIR2467	hsa-mir-2467
chr2	239943015	239943094	-	ENSG00000264279	microRNA 4786 [Source:HGNC Symbol;Acc:HGNC:41751]	MIR4786	hsa-mir-4786
chr2	240456001	240456089	+	ENSG00000207611	microRNA 149 [Source:HGNC Symbol;Acc:HGNC:31536]	MIR149	hsa-mir-149
chr2	241477905	241477982	+	ENSG00000263752	microRNA 3133 [Source:HGNC Symbol;Acc:HGNC:38305]	MIR3133	hsa-mir-3133
chr20	1392900	1392961	-	ENSG00000284436	microRNA 6869 [Source:HGNC Symbol;Acc:HGNC:50056]	MIR6869	hsa-mir-6869
chr20	2652777	2652842	+	ENSG00000284481	microRNA 1292 [Source:HGNC Symbol;Acc:HGNC:35364]	MIR1292	hsa-mir-1292
chr20	3917494	3917571	+	ENSG00000199024	microRNA 103a-2 [Source:HGNC Symbol;Acc:HGNC:31491]	MIR103A2	hsa-mir-103a-2
chr20	3917502	3917563	-	ENSG00000283320	microRNA 103b-2 [Source:HGNC Symbol;Acc:HGNC:35385]	MIR103B2	hsa-mir-103b-2
chr20	7371608	7371692	+	ENSG00000278159	microRNA 8062 [Source:HGNC Symbol;Acc:HGNC:49975]	MIR8062	hsa-mir-8062
chr20	10649636	10649695	-	ENSG00000273745	microRNA 6870 [Source:HGNC Symbol;Acc:HGNC:50184]	MIR6870	hsa-mir-6870
chr20	18470615	18470691	+	ENSG00000265137	microRNA 3192 [Source:HGNC Symbol;Acc:HGNC:38202]	MIR3192	hsa-mir-3192
chr20	26208186	26208278	-	ENSG00000284419	microRNA 663a [Source:HGNC Symbol;Acc:HGNC:32919]	MIR663A	hsa-mir-663a
chr20	31607186	31607240	+	ENSG00000264395	microRNA 3193 [Source:HGNC Symbol;Acc:HGNC:38204]	MIR3193	hsa-mir-3193
chr20	32237795	32237847	+	ENSG00000284125	microRNA 1825 [Source:HGNC Symbol;Acc:HGNC:35389]	MIR1825	hsa-mir-1825
chr20	34049119	34049190	+	ENSG00000264616	microRNA 4755 [Source:HGNC Symbol;Acc:HGNC:41815]	MIR4755	hsa-mir-4755
chr20	34466325	34466418	+	ENSG00000207997	microRNA 644a [Source:HGNC Symbol;Acc:HGNC:32900]	MIR644A	hsa-mir-644a
chr20	34990376	34990497	+	ENSG00000207635	microRNA 499a [Source:HGNC Symbol;Acc:HGNC:32133]	MIR499A	hsa-mir-499a
chr20	34990400	34990472	-	ENSG00000283441	microRNA 499b [Source:HGNC Symbol;Acc:HGNC:41640]	MIR499B	hsa-mir-499b
chr20	35453954	35454097	-	ENSG00000221763	microRNA 1289-1 [Source:HGNC Symbol;Acc:HGNC:35281]	MIR1289-1	hsa-mir-1289-1
chr20	38516563	38516632	+	ENSG00000275453	microRNA 548o-2 [Source:HGNC Symbol;Acc:HGNC:41882]	MIR548O2	hsa-mir-548o-2
chr20	41169023	41169078	+	ENSG00000276169	microRNA 6871 [Source:HGNC Symbol;Acc:HGNC:49964]	MIR6871	hsa-mir-6871
chr20	44408120	44408203	+	ENSG00000266151	microRNA 3646 [Source:HGNC Symbol;Acc:HGNC:38935]	MIR3646	hsa-mir-3646
chr20	45425510	45425573	+	ENSG00000273555	microRNA 6812 [Source:HGNC Symbol;Acc:HGNC:50116]	MIR6812	hsa-mir-6812
chr20	45705102	45705180	-	ENSG00000266071	microRNA 3617 [Source:HGNC Symbol;Acc:HGNC:38977]	MIR3617	hsa-mir-3617
chr20	47166967	47167058	+	ENSG00000264901	microRNA 3616 [Source:HGNC Symbol;Acc:HGNC:38943]	MIR3616	hsa-mir-3616
chr20	50585786	50585879	+	ENSG00000208018	microRNA 645 [Source:HGNC Symbol;Acc:HGNC:32901]	MIR645	hsa-mir-645
chr20	50614636	50614785	-	ENSG00000221091	microRNA 1302-5 [Source:HGNC Symbol;Acc:HGNC:35297]	MIR1302-5	hsa-mir-1302-5
chr20	51452905	51452977	-	ENSG00000266761	microRNA 3194 [Source:HGNC Symbol;Acc:HGNC:38346]	MIR3194	hsa-mir-3194
chr20	54068408	54068485	-	ENSG00000265595	microRNA 4756 [Source:HGNC Symbol;Acc:HGNC:41529]	MIR4756	hsa-mir-4756
chr20	57321502	57321591	-	ENSG00000266666	microRNA 4325 [Source:HGNC Symbol;Acc:HGNC:38304]	MIR4325	hsa-mir-4325
chr20	57895394	57895444	+	ENSG00000263453	microRNA 4532 [Source:HGNC Symbol;Acc:HGNC:41869]	MIR4532	hsa-mir-4532
chr20	58817615	58817694	-	ENSG00000284040	microRNA 296 [Source:HGNC Symbol;Acc:HGNC:31617]	MIR296	hsa-mir-296
chr20	58818226	58818313	-	ENSG00000216031	microRNA 298 [Source:HGNC Symbol;Acc:HGNC:33634]	MIR298	hsa-mir-298
