chr	start	end	strand	ens_id	description	symbol
chr19	57454790	57457142	-	ENSG00000178201	vomeronasal 1 receptor 1 [Source:HGNC Symbol;Acc:HGNC:13548]	VN1R1
chr19	57466663	57477570	-	ENSG00000197128	zinc finger protein 772 [Source:HGNC Symbol;Acc:HGNC:33106]	ZNF772
chr19	57487711	57496097	+	ENSG00000105136	zinc finger protein 419 [Source:HGNC Symbol;Acc:HGNC:20648]	ZNF419
chr19	57499915	57518404	+	ENSG00000152439	zinc finger protein 773 [Source:HGNC Symbol;Acc:HGNC:30487]	ZNF773
chr19	57527325	57557542	+	ENSG00000121406	zinc finger protein 549 [Source:HGNC Symbol;Acc:HGNC:26632]	ZNF549
chr19	57535257	57559863	-	ENSG00000251369	zinc finger protein 550 [Source:HGNC Symbol;Acc:HGNC:28643]	ZNF550
chr19	57571566	57578927	-	ENSG00000083817	zinc finger protein 416 [Source:HGNC Symbol;Acc:HGNC:20645]	ZNF416
chr19	57578456	57593777	+	ENSG00000171649	zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:HGNC:33104]	ZIK1
chr19	57599885	57612722	+	ENSG00000183647	zinc finger protein 530 [Source:HGNC Symbol;Acc:HGNC:29297]	ZNF530
chr19	57614233	57624723	+	ENSG00000213762	zinc finger protein 134 [Source:HGNC Symbol;Acc:HGNC:12918]	ZNF134
chr19	57630395	57642779	+	ENSG00000121417	zinc finger protein 211 [Source:HGNC Symbol;Acc:HGNC:13003]	ZNF211
chr19	57668935	57679152	+	ENSG00000180532	zinc finger and SCAN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23709]	ZSCAN4
chr19	57681969	57717301	+	ENSG00000204519	zinc finger protein 551 [Source:HGNC Symbol;Acc:HGNC:25108]	ZNF551
chr19	57697367	57709194	-	ENSG00000179909	zinc finger protein 154 [Source:HGNC Symbol;Acc:HGNC:12939]	ZNF154
chr19	57719751	57727624	-	ENSG00000083814	zinc finger protein 671 [Source:HGNC Symbol;Acc:HGNC:26279]	ZNF671
chr19	57746796	57758159	+	ENSG00000152443	zinc finger protein 776 [Source:HGNC Symbol;Acc:HGNC:26765]	ZNF776
chr19	57769655	57819939	+	ENSG00000083828	zinc finger protein 586 [Source:HGNC Symbol;Acc:HGNC:25949]	ZNF586
chr19	57803841	57814913	-	ENSG00000178935	zinc finger protein 552 [Source:HGNC Symbol;Acc:HGNC:26135]	ZNF552
chr19	57819741	57846238	+	ENSG00000269343	zinc finger protein 587B [Source:HGNC Symbol;Acc:HGNC:37142]	ZNF587B
chr19	57848731	57889074	-	ENSG00000204514	zinc finger protein 814 [Source:HGNC Symbol;Acc:HGNC:33258]	ZNF814
chr19	57849857	57865112	+	ENSG00000198466	zinc finger protein 587 [Source:HGNC Symbol;Acc:HGNC:30955]	ZNF587
chr19	57900296	57916610	-	ENSG00000173480	zinc finger protein 417 [Source:HGNC Symbol;Acc:HGNC:20646]	ZNF417
chr19	57921884	57935393	-	ENSG00000196724	zinc finger protein 418 [Source:HGNC Symbol;Acc:HGNC:20647]	ZNF418
chr19	57940833	57947675	-	ENSG00000152454	zinc finger protein 256 [Source:HGNC Symbol;Acc:HGNC:13049]	ZNF256
chr19	57958437	57974534	-	ENSG00000177025	chromosome 19 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:28642]	C19orf18
chr19	57977053	58003349	-	ENSG00000166704	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]	ZNF606
chr19	58034032	58054631	+	ENSG00000152467	zinc finger and SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23712]	ZSCAN1
chr19	58059239	58086310	+	ENSG00000176293	zinc finger protein 135 [Source:HGNC Symbol;Acc:HGNC:12919]	ZNF135
chr19	58083838	58118427	-	ENSG00000121413	zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:HGNC:21037]	ZSCAN18
chr19	58126252	58155110	-	ENSG00000181894	zinc finger protein 329 [Source:HGNC Symbol;Acc:HGNC:14209]	ZNF329
chr19	58183029	58213562	+	ENSG00000171606	zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]	ZNF274
chr19	58228594	58277495	+	ENSG00000198131	zinc finger protein 544 [Source:HGNC Symbol;Acc:HGNC:16759]	ZNF544
chr19	58278951	58302805	+	ENSG00000278129	zinc finger protein 8 [Source:HGNC Symbol;Acc:HGNC:13154]	ZNF8
chr19	58305319	58315663	+	ENSG00000142396	endogenous retrovirus group K3 member 1 [Source:HGNC Symbol;Acc:HGNC:30466]	ERVK3-1
chr19	58327019	58342332	+	ENSG00000182318	zinc finger and SCAN domain containing 22 [Source:HGNC Symbol;Acc:HGNC:4929]	ZSCAN22
chr19	58345178	58353499	-	ENSG00000121410	alpha-1-B glycoprotein [Source:HGNC Symbol;Acc:HGNC:5]	A1BG
chr19	58354357	58362848	-	ENSG00000174586	zinc finger protein 497 [Source:HGNC Symbol;Acc:HGNC:23714]	ZNF497
chr19	58367618	58381060	-	ENSG00000152475	zinc finger protein 837 [Source:HGNC Symbol;Acc:HGNC:25164]	ZNF837
chr19	58386400	58394806	+	ENSG00000083845	ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]	RPS5
chr19	58396090	58397079	+	ENSG00000269855	ring finger protein 225 [Source:HGNC Symbol;Acc:HGNC:51249]	RNF225
chr19	58401504	58418327	+	ENSG00000171574	zinc finger protein 584 [Source:HGNC Symbol;Acc:HGNC:27318]	ZNF584
chr19	58432814	58440222	-	ENSG00000131849	zinc finger protein 132 [Source:HGNC Symbol;Acc:HGNC:12916]	ZNF132
chr19	58451604	58457833	+	ENSG00000249471	zinc finger protein 324B [Source:HGNC Symbol;Acc:HGNC:33107]	ZNF324B
chr19	58467045	58475436	+	ENSG00000083812	zinc finger protein 324 [Source:HGNC Symbol;Acc:HGNC:14096]	ZNF324
chr19	58474017	58481230	+	ENSG00000083838	zinc finger protein 446 [Source:HGNC Symbol;Acc:HGNC:21036]	ZNF446
chr19	58479512	58512413	-	ENSG00000083807	solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999]	SLC27A5
chr19	58513530	58538911	-	ENSG00000119574	zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]	ZBTB45
chr19	58544091	58550722	+	ENSG00000130726	tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]	TRIM28
chr19	58551566	58555124	-	ENSG00000130724	charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]	CHMP2A
chr19	58555712	58558960	-	ENSG00000130725	ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491]	UBE2M
chr19	58561931	58573575	-	ENSG00000099326	myeloid zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13108]	MZF1
chr2	38814	46870	-	ENSG00000184731	family with sequence similarity 110 member C [Source:HGNC Symbol;Acc:HGNC:33340]	FAM110C
chr2	217730	266398	-	ENSG00000035115	SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]	SH3YL1
chr2	264140	278283	+	ENSG00000143727	acid phosphatase 1, soluble [Source:HGNC Symbol;Acc:HGNC:122]	ACP1
chr2	279558	288851	-	ENSG00000189292	family with sequence similarity 150 member B [Source:HGNC Symbol;Acc:HGNC:27683]	FAM150B
chr2	667335	677439	-	ENSG00000151353	transmembrane protein 18 [Source:HGNC Symbol;Acc:HGNC:25257]	TMEM18
chr2	950868	1367613	+	ENSG00000172554	syntrophin gamma 2 [Source:HGNC Symbol;Acc:HGNC:13741]	SNTG2
chr2	1374223	1543711	+	ENSG00000115705	thyroid peroxidase [Source:HGNC Symbol;Acc:HGNC:12015]	TPO
chr2	1631887	1744852	-	ENSG00000130508	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]	PXDN
chr2	1789113	2331260	-	ENSG00000186487	myelin transcription factor 1 like [Source:HGNC Symbol;Acc:HGNC:7623]	MYT1L
chr2	3188925	3377882	-	ENSG00000032389	tumor suppressing subtransferable candidate 1 [Source:HGNC Symbol;Acc:HGNC:12383]	TSSC1
chr2	3379675	3485094	+	ENSG00000171853	trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:HGNC:24284]	TRAPPC12
chr2	3497361	3519736	-	ENSG00000182551	acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576]	ADI1
chr2	3544793	3558616	-	ENSG00000171865	ribonuclease H1 [Source:HGNC Symbol;Acc:HGNC:18466]	RNASEH1
chr2	3575205	3580919	+	ENSG00000171863	ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440]	RPS7
chr2	3594832	3644644	+	ENSG00000118004	collectin subfamily member 11 [Source:HGNC Symbol;Acc:HGNC:17213]	COLEC11
chr2	3658195	3702671	+	ENSG00000151360	allantoicase [Source:HGNC Symbol;Acc:HGNC:17377]	ALLC
chr2	3703592	3847408	+	ENSG00000214866	doublecortin domain containing 2C [Source:HGNC Symbol;Acc:HGNC:32696]	DCDC2C
chr2	5692667	5701385	+	ENSG00000176887	SRY-box 11 [Source:HGNC Symbol;Acc:HGNC:11191]	SOX11
chr2	6840570	6866635	-	ENSG00000134326	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]	CMPK2
chr2	6865806	6898239	+	ENSG00000134321	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	RSAD2
chr2	6917392	7068286	+	ENSG00000151692	ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]	RNF144A
chr2	8678845	8684453	+	ENSG00000115738	inhibitor of DNA binding 2, HLH protein [Source:HGNC Symbol;Acc:HGNC:5361]	ID2
chr2	8725278	8837630	-	ENSG00000134313	kinase D-interacting substrate 220kDa [Source:HGNC Symbol;Acc:HGNC:29508]	KIDINS220
chr2	8852690	9003813	-	ENSG00000143797	membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]	MBOAT2
chr2	9206765	9405683	+	ENSG00000151693	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]	ASAP2
chr2	9403475	9423547	-	ENSG00000119185	integrin subunit beta 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23927]	ITGB1BP1
chr2	9423568	9473101	+	ENSG00000119203	cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326]	CPSF3
chr2	9473658	9496543	+	ENSG00000134330	isoamyl acetate-hydrolyzing esterase 1 homolog [Source:HGNC Symbol;Acc:HGNC:27696]	IAH1
chr2	9488486	9555792	-	ENSG00000151694	ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]	ADAM17
chr2	9583972	9631014	-	ENSG00000134308	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]	YWHAQ
chr2	9843354	9934416	+	ENSG00000115750	TATA-box binding protein associated factor, RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:11533]	TAF1B
chr2	9951693	10002277	+	ENSG00000134317	grainyhead like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:17923]	GRHL1
chr2	10042849	10054836	+	ENSG00000172059	Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]	KLF11
chr2	10056780	10080944	-	ENSG00000205795	cystin 1 [Source:HGNC Symbol;Acc:HGNC:18525]	CYS1
chr2	10122328	10131419	+	ENSG00000171848	ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]	RRM2
chr2	10302889	10427617	+	ENSG00000115756	hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]	HPCAL1
chr2	10439968	10448504	-	ENSG00000115758	ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]	ODC1
chr2	10570766	10689987	-	ENSG00000115761	nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]	NOL10
chr2	10721649	10785110	+	ENSG00000143882	ATPase H+ transporting V1 subunit C2 [Source:HGNC Symbol;Acc:HGNC:18264]	ATP6V1C2
chr2	10783391	10837977	-	ENSG00000143870	protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]	PDIA6
chr2	10911937	10914225	+	ENSG00000162975	potassium voltage-gated channel modifier subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:6246]	KCNF1
chr2	11133053	11146790	+	ENSG00000150873	chromosome 2 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:26324]	C2orf50
chr2	11155198	11178874	+	ENSG00000162976	PQ loop repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:28503]	PQLC3
chr2	11179761	11348330	-	ENSG00000134318	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	ROCK2
chr2	11444375	11466177	-	ENSG00000169016	E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]	E2F6
chr2	11482341	11642788	+	ENSG00000196208	growth regulation by estrogen in breast cancer 1 [Source:HGNC Symbol;Acc:HGNC:24885]	GREB1
chr2	11658178	11670164	-	ENSG00000169006	neurotensin receptor 2 [Source:HGNC Symbol;Acc:HGNC:8040]	NTSR2
chr2	11677595	11827409	+	ENSG00000134324	lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]	LPIN1
chr2	12716889	12742734	+	ENSG00000071575	tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]	TRIB2
chr2	14632686	14650814	+	ENSG00000162981	family with sequence similarity 84 member A [Source:HGNC Symbol;Acc:HGNC:20743]	FAM84A
chr2	15166909	15561330	-	ENSG00000151779	neuroblastoma amplified sequence [Source:HGNC Symbol;Acc:HGNC:15625]	NBAS
chr2	15591178	15631111	+	ENSG00000079785	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	DDX1
chr2	15940564	15947007	+	ENSG00000134323	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog [Source:HGNC Symbol;Acc:HGNC:7559]	MYCN
chr2	16549459	16666331	-	ENSG00000197872	family with sequence similarity 49 member A [Source:HGNC Symbol;Acc:HGNC:25373]	FAM49A
chr2	17510584	17518439	-	ENSG00000214842	RAD51 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:34417]	RAD51AP2
chr2	17539126	17657018	+	ENSG00000163032	visinin like 1 [Source:HGNC Symbol;Acc:HGNC:12722]	VSNL1
chr2	17663812	17800242	-	ENSG00000163029	structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:HGNC:20466]	SMC6
chr2	17753858	17788941	+	ENSG00000178295	GEN1, Holliday junction 5' flap endonuclease [Source:HGNC Symbol;Acc:HGNC:26881]	GEN1
chr2	17816496	17817101	+	ENSG00000151379	mesogenin 1 [Source:HGNC Symbol;Acc:HGNC:14907]	MSGN1
chr2	17877847	18361616	+	ENSG00000170745	potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]	KCNS3
chr2	18554723	18560680	-	ENSG00000240857	retinol dehydrogenase 14 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:HGNC:19979]	RDH14
chr2	18555545	18589564	-	ENSG00000250741	NT5C1B-RDH14 readthrough [Source:HGNC Symbol;Acc:HGNC:38831]	NT5C1B-RDH14
chr2	18562872	18589572	-	ENSG00000185013	5'-nucleotidase, cytosolic IB [Source:HGNC Symbol;Acc:HGNC:17818]	NT5C1B
chr2	19351485	19358653	-	ENSG00000143867	odd-skipped related transciption factor 1 [Source:HGNC Symbol;Acc:HGNC:8111]	OSR1
chr2	19896643	19901986	-	ENSG00000183891	tetratricopeptide repeat domain 32 [Source:HGNC Symbol;Acc:HGNC:32954]	TTC32
chr2	19910260	19990131	-	ENSG00000118965	WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]	WDR35
chr2	19992111	20012694	-	ENSG00000132031	matrilin 3 [Source:HGNC Symbol;Acc:HGNC:6909]	MATN3
chr2	20032650	20052028	-	ENSG00000068697	lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:HGNC:6924]	LAPTM4A
chr2	20200797	20225433	-	ENSG00000115884	syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]	SDC1
chr2	20248691	20352234	-	ENSG00000055917	pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]	PUM2
chr2	20447074	20449445	+	ENSG00000143878	ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]	RHOB
chr2	20560448	20651089	-	ENSG00000118960	HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979]	HS1BP3
chr2	20666664	20679245	+	ENSG00000143869	growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222]	GDF7
chr2	20684014	20823130	-	ENSG00000118961	lipid droplet associated hydrolase [Source:HGNC Symbol;Acc:HGNC:26145]	LDAH
chr2	21001429	21044073	-	ENSG00000084674	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]	APOB
chr2	21123917	21143272	+	ENSG00000218819	tudor domain containing 15 [Source:HGNC Symbol;Acc:HGNC:45037]	TDRD15
chr2	23385217	23708611	+	ENSG00000119771	kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404]	KLHL29
chr2	23748664	23927114	-	ENSG00000119778	ATPase family, AAA domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29230]	ATAD2B
chr2	23927285	24004909	+	ENSG00000173960	UBX domain protein 2A [Source:HGNC Symbol;Acc:HGNC:27265]	UBXN2A
chr2	24010081	24063321	+	ENSG00000205639	major facilitator superfamily domain containing 2B [Source:HGNC Symbol;Acc:HGNC:37207]	MFSD2B
chr2	24029340	24049575	-	ENSG00000163026	WD repeat and coiled coil containing [Source:HGNC Symbol;Acc:HGNC:26157]	WDCP
chr2	24049701	24063681	+	ENSG00000119782	FK506 binding protein 1B [Source:HGNC Symbol;Acc:HGNC:3712]	FKBP1B
chr2	24067584	24076443	-	ENSG00000115128	splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]	SF3B6
chr2	24076526	24169640	+	ENSG00000219626	family with sequence similarity 228 member B [Source:HGNC Symbol;Acc:HGNC:24736]	FAM228B
chr2	24077433	24085861	-	ENSG00000115129	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]	TP53I3
chr2	24115371	24123477	-	ENSG00000176732	profilin family member 4 [Source:HGNC Symbol;Acc:HGNC:31103]	PFN4
chr2	24175069	24200849	+	ENSG00000186453	family with sequence similarity 228 member A [Source:HGNC Symbol;Acc:HGNC:34418]	FAM228A
chr2	24202864	24360714	-	ENSG00000198399	intersectin 2 [Source:HGNC Symbol;Acc:HGNC:6184]	ITSN2
chr2	24491914	24770702	+	ENSG00000084676	nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]	NCOA1
chr2	24789734	24793382	-	ENSG00000184924	peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33782]	PTRHD1
chr2	24793136	24822376	+	ENSG00000138092	centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]	CENPO
chr2	24819169	24919839	-	ENSG00000138031	adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]	ADCY3
chr2	24943636	24972094	-	ENSG00000115137	DnaJ heat shock protein family (Hsp40) member C27 [Source:HGNC Symbol;Acc:HGNC:30290]	DNAJC27
chr2	25042130	25159137	+	ENSG00000084710	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]	EFR3B
chr2	25160853	25168903	-	ENSG00000115138	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	POMC
chr2	25227855	25342590	-	ENSG00000119772	DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]	DNMT3A
chr2	25377198	25673647	-	ENSG00000138101	dystrobrevin beta [Source:HGNC Symbol;Acc:HGNC:3058]	DTNB
chr2	25733753	25878516	-	ENSG00000143970	additional sex combs like 2, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:23805]	ASXL2
chr2	25926596	25982749	-	ENSG00000084731	kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]	KIF3C
chr2	26034107	26137454	+	ENSG00000084733	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]	RAB10
chr2	26173091	26189663	+	ENSG00000157833	GRB2 associated regulator of MAPK1 subtype 2 [Source:HGNC Symbol;Acc:HGNC:27172]	GAREM2
chr2	26190635	26244726	-	ENSG00000084754	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit [Source:HGNC Symbol;Acc:HGNC:4801]	HADHA
chr2	26243170	26290468	+	ENSG00000138029	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit [Source:HGNC Symbol;Acc:HGNC:4803]	HADHB
chr2	26308173	26346817	-	ENSG00000173567	adhesion G protein-coupled receptor F3 [Source:HGNC Symbol;Acc:HGNC:18989]	ADGRF3
chr2	26308547	26395891	+	ENSG00000138018	selenoprotein I [Source:HGNC Symbol;Acc:HGNC:29361]	SELENOI
chr2	26401916	26456711	+	ENSG00000157856	dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245]	DRC1
chr2	26457203	26558698	-	ENSG00000115155	otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]	OTOF
chr2	26562582	26579532	+	ENSG00000173557	chromosome 2 open reading frame 70 [Source:HGNC Symbol;Acc:HGNC:27938]	C2orf70
chr2	26581202	26641368	-	ENSG00000157884	calcium and integrin binding family member 4 [Source:HGNC Symbol;Acc:HGNC:33703]	CIB4
chr2	26692690	26733420	+	ENSG00000171303	potassium two pore domain channel subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:6278]	KCNK3
chr2	26764284	26781231	+	ENSG00000213699	solute carrier family 35 member F6 [Source:HGNC Symbol;Acc:HGNC:26055]	SLC35F6
chr2	26764289	26801067	+	ENSG00000115163	centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]	CENPA
chr2	26847747	26950351	+	ENSG00000157851	dihydropyrimidinase like 5 [Source:HGNC Symbol;Acc:HGNC:20637]	DPYSL5
chr2	26970612	27027196	+	ENSG00000084764	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]	MAPRE3
chr2	27032910	27041695	+	ENSG00000119777	transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983]	TMEM214
chr2	27042364	27070622	+	ENSG00000084693	ATP/GTP binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:26147]	AGBL5
chr2	27070472	27071773	-	ENSG00000228474	oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]	OST4
chr2	27078567	27086408	+	ENSG00000138080	elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]	EMILIN1
chr2	27086747	27100772	+	ENSG00000138030	ketohexokinase [Source:HGNC Symbol;Acc:HGNC:6315]	KHK
chr2	27098889	27119115	-	ENSG00000138028	cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962]	CGREF1
chr2	27123789	27130812	+	ENSG00000143994	abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17553]	ABHD1
chr2	27130756	27134675	-	ENSG00000138073	prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]	PREB
chr2	27136848	27139410	-	ENSG00000186143	proline rich 30 [Source:HGNC Symbol;Acc:HGNC:28677]	PRR30
chr2	27149004	27156974	+	ENSG00000163792	transcription factor 23 [Source:HGNC Symbol;Acc:HGNC:18602]	TCF23
chr2	27199587	27212958	-	ENSG00000138074	solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]	SLC5A6
chr2	27212027	27217178	+	ENSG00000138085	all-trans retinoic acid induced differentiation factor [Source:HGNC Symbol;Acc:HGNC:24090]	ATRAID
chr2	27217390	27243943	+	ENSG00000084774	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]	CAD
chr2	27253684	27275817	-	ENSG00000115194	solute carrier family 30 member 3 [Source:HGNC Symbol;Acc:HGNC:11014]	SLC30A3
chr2	27275421	27281499	+	ENSG00000163793	DnaJ heat shock protein family (Hsp40) member C5 gamma [Source:HGNC Symbol;Acc:HGNC:24844]	DNAJC5G
chr2	27282392	27307439	+	ENSG00000138100	tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]	TRIM54
chr2	27307400	27308445	-	ENSG00000163794	urocortin [Source:HGNC Symbol;Acc:HGNC:12516]	UCN
chr2	27309492	27325680	-	ENSG00000115204	MPV17, mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:HGNC:7224]	MPV17
chr2	27325849	27357034	-	ENSG00000115207	general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]	GTF3C2
chr2	27364352	27370486	-	ENSG00000115211	eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]	EIF2B4
chr2	27370496	27377533	+	ENSG00000115234	sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979]	SNX17
chr2	27377231	27380790	-	ENSG00000163795	zinc finger protein 513 [Source:HGNC Symbol;Acc:HGNC:26498]	ZNF513
chr2	27381194	27409687	-	ENSG00000115241	protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]	PPM1G
chr2	27427790	27442259	+	ENSG00000115216	nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]	NRBP1
chr2	27442366	27446481	+	ENSG00000157992	keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943]	KRTCAP3
chr2	27444371	27489789	-	ENSG00000138002	intraflagellar transport 172 [Source:HGNC Symbol;Acc:HGNC:30391]	IFT172
chr2	27491883	27495245	-	ENSG00000115226	fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]	FNDC4
chr2	27496842	27523684	+	ENSG00000084734	glucokinase regulator [Source:HGNC Symbol;Acc:HGNC:4196]	GCKR
chr2	27576522	27582720	+	ENSG00000221843	chromosome 2 open reading frame 16 [Source:HGNC Symbol;Acc:HGNC:25275]	C2orf16
chr2	27582969	27623215	+	ENSG00000243943	zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]	ZNF512
chr2	27625639	27629012	-	ENSG00000176714	coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:HGNC:25833]	CCDC121
chr2	27628247	27651508	+	ENSG00000198522	GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:HGNC:17030]	GPN1
chr2	27650812	27663840	-	ENSG00000119760	SPT7-like STAGA complex gamma subunit [Source:HGNC Symbol;Acc:HGNC:30632]	SUPT7L
chr2	27663471	27694976	+	ENSG00000163798	solute carrier family 4 member 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:13813]	SLC4A1AP
chr2	27771717	27988087	+	ENSG00000243147	mitochondrial ribosomal protein L33 [Source:HGNC Symbol;Acc:HGNC:14487]	MRPL33
chr2	27781364	27891098	-	ENSG00000171174	ribokinase [Source:HGNC Symbol;Acc:HGNC:30325]	RBKS
chr2	27889941	28338901	+	ENSG00000158019	brain and reproductive organ-expressed (TNFRSF1A modulator) [Source:HGNC Symbol;Acc:HGNC:1106]	BRE
