chr	start	end	strand	ens_id	description	symbol
chr2	113512463	113515485	+	ENSG00000234148	long intergenic non-protein coding RNA 1961 [Source:HGNC Symbol;Acc:HGNC:52786]	LINC01961
chr2	113527568	113542672	-	ENSG00000231943	PGM5P4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51195]	PGM5P4-AS1
chr2	113577382	113578852	+	ENSG00000226516	family with sequence similarity 138 member B [Source:HGNC Symbol;Acc:HGNC:33582]	FAM138B
chr2	113669166	113673191	+	ENSG00000233479		
chr2	113677702	113704078	-	ENSG00000227359		
chr2	113829390	113831119	-	ENSG00000244063		
chr2	113831049	113843356	-	ENSG00000228857		
chr2	113888203	113889750	-	ENSG00000270019		
chr2	113979569	114007302	+	ENSG00000234199	long intergenic non-protein coding RNA 1191 [Source:HGNC Symbol;Acc:HGNC:49595]	LINC01191
chr2	113979909	113983258	+	ENSG00000243179		
chr2	114122274	114123293	-	ENSG00000235242		
chr2	117833937	117841658	+	ENSG00000236255		
chr2	118132128	118186386	-	ENSG00000226856		
chr2	118833700	118835110	-	ENSG00000258910	long intergenic non-protein coding RNA 1956 [Source:HGNC Symbol;Acc:HGNC:52777]	LINC01956
chr2	120319007	120326298	+	ENSG00000235840		
chr2	120542909	120544326	-	ENSG00000237614		
chr2	120553743	120558109	-	ENSG00000232140		
chr2	120686635	120710517	-	ENSG00000229774		
chr2	120866378	120867403	-	ENSG00000271709		
chr2	121081437	121088726	-	ENSG00000234455		
chr2	121178327	121182580	+	ENSG00000236145		
chr2	121790444	121796702	+	ENSG00000224655	long intergenic non-protein coding RNA 1823 [Source:HGNC Symbol;Acc:HGNC:52628]	LINC01823
chr2	123065321	123067722	+	ENSG00000237856		
chr2	123066151	123073481	-	ENSG00000232740	long intergenic non-protein coding RNA 1826 [Source:HGNC Symbol;Acc:HGNC:52632]	LINC01826
chr2	123443266	123444445	-	ENSG00000226708		
chr2	125710969	125765842	+	ENSG00000235491	long intergenic non-protein coding RNA 1889 [Source:HGNC Symbol;Acc:HGNC:52708]	LINC01889
chr2	126110099	126117985	-	ENSG00000226813	long intergenic non-protein coding RNA 1941 [Source:HGNC Symbol;Acc:HGNC:52764]	LINC01941
chr2	126308510	126343992	+	ENSG00000235774		
chr2	127024252	127025723	-	ENSG00000260634		
chr2	127025211	127029686	+	ENSG00000260163		
chr2	127389130	127400580	+	ENSG00000236682		
chr2	127886556	127887185	+	ENSG00000272667		
chr2	128580491	128581576	-	ENSG00000237532		
chr2	129063846	129071725	-	ENSG00000238277		
chr2	129242173	129273848	-	ENSG00000204460	long intergenic non-protein coding RNA 1854 [Source:HGNC Symbol;Acc:HGNC:52670]	LINC01854
chr2	129869193	129877553	-	ENSG00000229536		
chr2	129923177	129946703	+	ENSG00000237574	long intergenic non-protein coding RNA 1856 [Source:HGNC Symbol;Acc:HGNC:52672]	LINC01856
chr2	131402901	131409049	+	ENSG00000223631	long intergenic non-protein coding RNA 1120 [Source:HGNC Symbol;Acc:HGNC:49265]	LINC01120
chr2	131461821	131463615	-	ENSG00000273073		
chr2	131637025	131649615	+	ENSG00000224559	long intergenic non-protein coding RNA 1087 [Source:HGNC Symbol;Acc:HGNC:49144]	LINC01087
chr2	131794961	131801661	-	ENSG00000186825	chromosome 2 open reading frame 27B [Source:HGNC Symbol;Acc:HGNC:33824]	C2orf27B
chr2	131829801	131832031	-	ENSG00000229203		
chr2	131958277	131965535	+	ENSG00000244337		
chr2	131964731	131979873	-	ENSG00000235615		
chr2	131983937	131994161	-	ENSG00000236485	long intergenic non-protein coding RNA 1945 [Source:HGNC Symbol;Acc:HGNC:52769]	LINC01945
chr2	132285795	132294377	-	ENSG00000230803		
chr2	132345616	132347297	-	ENSG00000272769		
chr2	133554315	133558227	+	ENSG00000223430		
chr2	136077892	136078513	+	ENSG00000237262		
chr2	138101884	138105905	+	ENSG00000224231	long intergenic non-protein coding RNA 1832 [Source:HGNC Symbol;Acc:HGNC:52638]	LINC01832
chr2	138418284	138501698	-	ENSG00000228043		
chr2	138470656	138473932	+	ENSG00000230569		
chr2	138599663	138602426	-	ENSG00000260059		
chr2	138604510	138613167	+	ENSG00000237772		
chr2	139366165	139379147	+	ENSG00000226939		
chr2	139469775	139477747	+	ENSG00000229131		
chr2	139824896	139825877	-	ENSG00000223554		
chr2	140103583	140131780	-	ENSG00000224028	long intergenic non-protein coding RNA 1853 [Source:HGNC Symbol;Acc:HGNC:52669]	LINC01853
chr2	143799467	143819599	+	ENSG00000236356		
chr2	144566435	144579434	+	ENSG00000232606	long intergenic non-protein coding RNA 1412 [Source:HGNC Symbol;Acc:HGNC:50704]	LINC01412
chr2	144667967	145262988	+	ENSG00000226674	testis expressed 41 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:48667]	TEX41
chr2	144688413	144690185	-	ENSG00000234940		
chr2	144877734	144882033	-	ENSG00000268580	long intergenic non-protein coding RNA 1966 [Source:HGNC Symbol;Acc:HGNC:52792]	LINC01966
chr2	145294277	145331847	-	ENSG00000235435		
chr2	145569294	145588024	-	ENSG00000225107		
chr2	145600907	145603423	-	ENSG00000226218		
chr2	145915090	145931146	+	ENSG00000233842		
chr2	146837749	146850310	+	ENSG00000231040	long intergenic non-protein coding RNA 1911 [Source:HGNC Symbol;Acc:HGNC:52730]	LINC01911
chr2	146879909	146898218	+	ENSG00000227902		
chr2	149767506	149859191	-	ENSG00000162947	long intergenic non-protein coding RNA 1931 [Source:HGNC Symbol;Acc:HGNC:52743]	LINC01931
chr2	150171423	150301080	+	ENSG00000230645	long intergenic non-protein coding RNA 1818 [Source:HGNC Symbol;Acc:HGNC:52623]	LINC01818
chr2	150234892	150257007	-	ENSG00000231420	long intergenic non-protein coding RNA 1817 [Source:HGNC Symbol;Acc:HGNC:52622]	LINC01817
chr2	150552532	150572221	-	ENSG00000236049	long intergenic non-protein coding RNA 1920 [Source:HGNC Symbol;Acc:HGNC:52738]	LINC01920
chr2	150566134	150568080	+	ENSG00000237220		
chr2	150595102	150620067	-	ENSG00000232359		
chr2	150612381	150635348	+	ENSG00000224048		
chr2	151001220	151048774	-	ENSG00000222031		
chr2	151117955	151186209	-	ENSG00000236885		
chr2	153171987	153201726	-	ENSG00000224612		
chr2	153337705	153357422	+	ENSG00000227708	long intergenic non-protein coding RNA 1850 [Source:HGNC Symbol;Acc:HGNC:52666]	LINC01850
chr2	154459857	154460820	+	ENSG00000238004		
chr2	154965513	154968003	-	ENSG00000230991		
chr2	156011530	156254950	-	ENSG00000226383	long intergenic non-protein coding RNA 1876 [Source:HGNC Symbol;Acc:HGNC:52695]	LINC01876
chr2	156305108	156320255	-	ENSG00000282440		
chr2	156655224	156695659	+	ENSG00000283436	long intergenic non-protein coding RNA 1958 [Source:HGNC Symbol;Acc:HGNC:52784]	LINC01958
chr2	157725708	157736005	-	ENSG00000234584		
chr2	157877683	157878565	+	ENSG00000270557		
chr2	157917712	157918371	+	ENSG00000271320		
chr2	158685903	158753775	+	ENSG00000228586		
chr2	159670708	159712435	-	ENSG00000226266		
chr2	161244739	161249050	+	ENSG00000227403	long intergenic non-protein coding RNA 1806 [Source:HGNC Symbol;Acc:HGNC:52599]	LINC01806
chr2	162093429	162094854	+	ENSG00000233397		
chr2	163749573	164352223	-	ENSG00000237844		
chr2	165794851	165810010	+	ENSG00000235192		
chr2	165794857	165846091	-	ENSG00000229195		
chr2	165833048	165839098	-	ENSG00000232411		
chr2	167293171	167558333	+	ENSG00000228222		
chr2	170712451	170714567	-	ENSG00000222033	long intergenic non-protein coding RNA 1124 [Source:HGNC Symbol;Acc:HGNC:49270]	LINC01124
chr2	170723086	170770768	-	ENSG00000234350		
chr2	170771113	170778148	+	ENSG00000239467		
chr2	172103006	172109982	+	ENSG00000236651	DLX2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50638]	DLX2-AS1
chr2	172315287	172323737	+	ENSG00000232555		
chr2	173811076	173811392	+	ENSG00000270460		
chr2	173880865	173899428	-	ENSG00000224638		
chr2	173968351	173969418	+	ENSG00000271151		
chr2	174011856	174012975	-	ENSG00000273258		
chr2	174025280	174027163	+	ENSG00000260868	long intergenic non-protein coding RNA 1960 [Source:HGNC Symbol;Acc:HGNC:52785]	LINC01960
chr2	174326027	174330643	+	ENSG00000231453	long intergenic non-protein coding RNA 1305 [Source:HGNC Symbol;Acc:HGNC:27690]	LINC01305
chr2	174487389	174488386	+	ENSG00000226853		
chr2	175257250	175454640	+	ENSG00000229066		
chr2	175904371	175905502	-	ENSG00000229779		
chr2	176177717	176179008	+	ENSG00000226363	HAGLR opposite strand (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:50646]	HAGLROS
chr2	176506245	176507702	-	ENSG00000229434		
chr2	176524879	176531683	-	ENSG00000236231		
chr2	176611437	176612249	-	ENSG00000272551		
chr2	176629589	176637931	-	ENSG00000163364	long intergenic non-protein coding RNA 1116 [Source:HGNC Symbol;Acc:HGNC:49259]	LINC01116
chr2	176637710	176655958	+	ENSG00000224577	long intergenic non-protein coding RNA 1117 [Source:HGNC Symbol;Acc:HGNC:49260]	LINC01117
chr2	176724268	176819310	-	ENSG00000230552		
chr2	176845993	176849428	-	ENSG00000227098		
chr2	176990508	177164516	-	ENSG00000236501		
chr2	178616581	178617123	+	ENSG00000271141		
chr2	178644717	178645179	+	ENSG00000271401		
chr2	179273831	179285707	+	ENSG00000237477		
chr2	180571712	180692454	-	ENSG00000225258		
chr2	180692104	180916939	+	ENSG00000281131	SWI/SNF complex antagonist associated with prostate cancer 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:48603]	SCHLAP1
chr2	181076051	181105968	-	ENSG00000238171		
chr2	181101932	181399559	+	ENSG00000234663	long intergenic non-protein coding RNA 1934 [Source:HGNC Symbol;Acc:HGNC:52757]	LINC01934
chr2	181422154	181425749	-	ENSG00000226681		
chr2	181690380	181693415	-	ENSG00000225570		
chr2	183214319	183215400	+	ENSG00000272800		
chr2	183904529	183949112	+	ENSG00000234172		
chr2	186032891	186083233	-	ENSG00000237877	long intergenic non-protein coding RNA 1473 [Source:HGNC Symbol;Acc:HGNC:51109]	LINC01473
chr2	186354570	186356773	-	ENSG00000259915		
chr2	187712816	188384313	-	ENSG00000231689	long intergenic non-protein coding RNA 1090 [Source:HGNC Symbol;Acc:HGNC:49201]	LINC01090
chr2	191229165	191246172	-	ENSG00000227542		
chr2	192629919	192645706	+	ENSG00000229395		
chr2	192644102	192645387	-	ENSG00000232227		
chr2	192749845	192776899	+	ENSG00000227418	PCGEM1, prostate-specific transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:30145]	PCGEM1
chr2	193898367	193899394	+	ENSG00000260142		
chr2	194344269	194419645	+	ENSG00000225539	long intergenic non-protein coding RNA 1821 [Source:HGNC Symbol;Acc:HGNC:52626]	LINC01821
chr2	194730595	194761435	+	ENSG00000230173	long intergenic non-protein coding RNA 1790 [Source:HGNC Symbol;Acc:HGNC:52579]	LINC01790
chr2	195003711	195026370	-	ENSG00000235056		
chr2	195448532	195478925	+	ENSG00000224099		
chr2	195451778	195515699	-	ENSG00000271893		
chr2	195533035	195538681	+	ENSG00000223466	long intergenic non-protein coding RNA 1825 [Source:HGNC Symbol;Acc:HGNC:52631]	LINC01825
chr2	195569628	195572970	-	ENSG00000234919	long intergenic non-protein coding RNA 1827 [Source:HGNC Symbol;Acc:HGNC:52633]	LINC01827
chr2	198187802	198191521	-	ENSG00000237035		
chr2	198299363	198375116	-	ENSG00000236653	long intergenic non-protein coding RNA 1923 [Source:HGNC Symbol;Acc:HGNC:52742]	LINC01923
chr2	198493242	198772356	-	ENSG00000225421		
chr2	198882573	199071791	-	ENSG00000231557		
chr2	199608068	199659132	+	ENSG00000238217	long intergenic non-protein coding RNA 1877 [Source:HGNC Symbol;Acc:HGNC:52696]	LINC01877
chr2	200712305	200735177	-	ENSG00000237166	long intergenic non-protein coding RNA 1792 [Source:HGNC Symbol;Acc:HGNC:52582]	LINC01792
chr2	201101382	201103136	+	ENSG00000232719		
chr2	202032770	202033537	-	ENSG00000273209		
chr2	202336739	202337200	+	ENSG00000272966		
chr2	202374932	202375604	-	ENSG00000273456		
chr2	204090457	204109849	+	ENSG00000234714		
chr2	204228137	204234985	-	ENSG00000237271		
chr2	204470076	204473837	-	ENSG00000236634		
chr2	204475356	204507672	+	ENSG00000237843		
chr2	206084605	206086564	+	ENSG00000227946		
chr2	206821190	206822294	-	ENSG00000260171		
chr2	206866795	206868289	+	ENSG00000229321		
chr2	207173634	207222790	+	ENSG00000224342		
chr2	207186717	207236066	-	ENSG00000234902		
chr2	207226949	207228308	+	ENSG00000225916		
chr2	207235299	207237875	-	ENSG00000240440		
chr2	207239650	207245887	+	ENSG00000229647	myocardin-induced smooth muscle lncRNA, inducer of differentiation [Source:HGNC Symbol;Acc:HGNC:51821]	MYOSLID
chr2	207260445	207270690	+	ENSG00000225064	long intergenic non-protein coding RNA 1802 [Source:HGNC Symbol;Acc:HGNC:52591]	LINC01802
chr2	207662375	207667024	+	ENSG00000224137	long intergenic non-protein coding RNA 1857 [Source:HGNC Symbol;Acc:HGNC:52673]	LINC01857
chr2	212795331	212819264	+	ENSG00000234308	long intergenic non-protein coding RNA 1878 [Source:HGNC Symbol;Acc:HGNC:52697]	LINC01878
chr2	212911003	212919809	+	ENSG00000223373		
chr2	213152970	213153659	+	ENSG00000270659		
chr2	213155806	213167712	-	ENSG00000236193	long intergenic non-protein coding RNA 1953 [Source:HGNC Symbol;Acc:HGNC:52776]	LINC01953
chr2	213266995	213276152	-	ENSG00000272519		
chr2	213276552	213284205	-	ENSG00000196096		
chr2	215274992	215277947	+	ENSG00000237571		
chr2	215453707	215463871	+	ENSG00000225166		
chr2	215476667	215480248	+	ENSG00000228618		
chr2	215530447	215545526	-	ENSG00000234938		
chr2	215533133	215713895	+	ENSG00000237525		
chr2	215579407	215582635	-	ENSG00000227981		
chr2	215611563	215843722	-	ENSG00000235770	long intergenic non-protein coding RNA 607 [Source:HGNC Symbol;Acc:HGNC:43944]	LINC00607
chr2	215718043	215719424	+	ENSG00000230838	long intergenic non-protein coding RNA 1614 [Source:HGNC Symbol;Acc:HGNC:51847]	LINC01614
chr2	215869923	215870518	+	ENSG00000227824		
chr2	215939308	215941719	-	ENSG00000226276		
chr2	216217045	216220192	+	ENSG00000260804	long intergenic non-protein coding RNA 1963 [Source:HGNC Symbol;Acc:HGNC:25283]	LINC01963
chr2	216604771	216611202	+	ENSG00000225794		
chr2	216799608	216805335	+	ENSG00000229352		
chr2	216868012	216869156	+	ENSG00000227021		
chr2	216870441	216873932	-	ENSG00000236295		
chr2	216870772	216871639	+	ENSG00000223874	long intergenic non-protein coding RNA 1921 [Source:HGNC Symbol;Acc:HGNC:52740]	LINC01921
chr2	216995906	216996490	+	ENSG00000259855		
chr2	217282739	217336120	+	ENSG00000233143	DIRC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50636]	DIRC3-AS1
chr2	218818690	218819144	+	ENSG00000272555		
chr2	219069354	219069809	-	ENSG00000272644		
chr2	219645090	219645631	+	ENSG00000267919		
chr2	219685381	219737937	+	ENSG00000227308		
chr2	219904051	219904889	-	ENSG00000228909	long intergenic non-protein coding RNA 1803 [Source:HGNC Symbol;Acc:HGNC:52595]	LINC01803
chr2	220105656	220450778	+	ENSG00000239498		
chr2	220127546	220212491	+	ENSG00000235337		
chr2	220450679	220704566	+	ENSG00000236451		
chr2	220791078	220797893	+	ENSG00000224819		
chr2	221637543	221641813	+	ENSG00000234446		
chr2	222317242	222318653	-	ENSG00000267034		
chr2	223498773	223504611	+	ENSG00000231189		
chr2	223505476	223510933	+	ENSG00000235610		
chr2	225698514	225703654	+	ENSG00000273301		
chr2	226180044	226185371	-	ENSG00000235070		
chr2	226800146	226811029	+	ENSG00000272622		
chr2	228483261	228611395	-	ENSG00000232023	long intergenic non-protein coding RNA 1807 [Source:HGNC Symbol;Acc:HGNC:52610]	LINC01807
chr2	228683537	228684580	-	ENSG00000228226		
chr2	230690921	230700529	-	ENSG00000226125	long intergenic non-protein coding RNA 1907 [Source:HGNC Symbol;Acc:HGNC:52726]	LINC01907
chr2	230984368	230996032	-	ENSG00000238062	SPATA3 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:28013]	SPATA3-AS1
chr2	231452195	231453153	+	ENSG00000233538		
chr2	231508426	231514339	-	ENSG00000181798	long intergenic non-protein coding RNA 471 [Source:HGNC Symbol;Acc:HGNC:28668]	LINC00471
chr2	232420661	232421461	-	ENSG00000237087		
chr2	234109081	234109481	+	ENSG00000226442		
chr2	234222838	234224514	+	ENSG00000261298		
chr2	234438328	234462127	+	ENSG00000228162		
chr2	234444590	234454595	-	ENSG00000231682	long intergenic non-protein coding RNA 1891 [Source:HGNC Symbol;Acc:HGNC:52710]	LINC01891
chr2	234682668	234717764	+	ENSG00000280744	long intergenic non-protein coding RNA 1173 [Source:HGNC Symbol;Acc:HGNC:49545]	LINC01173
chr2	235084822	235088586	-	ENSG00000226542		
chr2	235177896	235178905	+	ENSG00000235293		
chr2	236733382	236754363	+	ENSG00000232328		
chr2	237122910	237124097	-	ENSG00000224844		
chr2	237257091	237257676	+	ENSG00000224132		
chr2	237421420	237425276	-	ENSG00000222022		
chr2	237428920	237434822	-	ENSG00000222032		
chr2	237612977	237626525	+	ENSG00000227107		
chr2	238295392	238300620	-	ENSG00000232306		
chr2	238510690	238555054	-	ENSG00000225493	long intergenic non-protein coding RNA 1107 [Source:HGNC Symbol;Acc:HGNC:49229]	LINC01107
chr2	238720324	238740780	+	ENSG00000234279	long intergenic non-protein coding RNA 1937 [Source:HGNC Symbol;Acc:HGNC:52760]	LINC01937
chr2	238788648	238789716	-	ENSG00000226992		
chr2	238919302	238926269	-	ENSG00000227744	long intergenic non-protein coding RNA 1940 [Source:HGNC Symbol;Acc:HGNC:52763]	LINC01940
chr2	239578301	239586094	+	ENSG00000196758		
chr2	239625698	239630839	+	ENSG00000227459		
chr2	239734956	239735538	+	ENSG00000259889		
chr2	239762860	239802883	+	ENSG00000220256		
chr2	240227560	240256035	-	ENSG00000227479		
chr2	240686334	240690414	+	ENSG00000219159		
chr2	241581922	241582726	+	ENSG00000273113		
chr2	241844380	241845036	+	ENSG00000235151		
chr2	241970683	241977276	+	ENSG00000237940	long intergenic non-protein coding RNA 1238 [Source:HGNC Symbol;Acc:HGNC:49795]	LINC01238
chr2	242025183	242026176	-	ENSG00000226423		
chr2	242047695	242084138	-	ENSG00000232002	long intergenic non-protein coding RNA 1880 [Source:HGNC Symbol;Acc:HGNC:52699]	LINC01880
chr20	267186	268857	+	ENSG00000272874		
chr20	1804016	1817606	-	ENSG00000230839		
chr20	2207217	2213151	+	ENSG00000226644		
chr20	3239705	3245382	+	ENSG00000277287		
chr20	3808357	3812434	+	ENSG00000275491	long intergenic non-protein coding RNA 1730 [Source:HGNC Symbol;Acc:HGNC:52518]	LINC01730
chr20	4070152	4075165	-	ENSG00000205300		
chr20	4431161	4431673	-	ENSG00000236387		
chr20	4475638	4525200	+	ENSG00000238282		
chr20	4761300	4761696	+	ENSG00000278595		
chr20	5045761	5046276	-	ENSG00000277087		
chr20	5049857	5050321	-	ENSG00000276768		
chr20	5061037	5061340	-	ENSG00000278816		
chr20	5066082	5068154	-	ENSG00000277425		
chr20	5407564	5407876	+	ENSG00000276688		
chr20	5426895	5471094	-	ENSG00000226995	long intergenic non-protein coding RNA 658 [Source:HGNC Symbol;Acc:HGNC:44315]	LINC00658
chr20	5471207	5475182	+	ENSG00000230563		
chr20	5496067	5504613	-	ENSG00000205181	long intergenic non-protein coding RNA 654 [Source:HGNC Symbol;Acc:HGNC:27154]	LINC00654
chr20	5499116	5502881	+	ENSG00000266908		
chr20	5507875	5510002	-	ENSG00000225640	long intergenic non-protein coding RNA 1729 [Source:HGNC Symbol;Acc:HGNC:52517]	LINC01729
chr20	6000418	6000941	+	ENSG00000275632		
chr20	6065966	6067897	-	ENSG00000278192		
chr20	6446723	6528459	+	ENSG00000229876	cancer susceptibility 20 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:49477]	CASC20
chr20	6731258	6736136	-	ENSG00000228482	long intergenic non-protein coding RNA 1713 [Source:HGNC Symbol;Acc:HGNC:52500]	LINC01713
chr20	7069614	7146656	+	ENSG00000232271		
chr20	7146467	7254202	-	ENSG00000228888	long intergenic non-protein coding RNA 1428 [Source:HGNC Symbol;Acc:HGNC:50738]	LINC01428
chr20	7256580	7258214	-	ENSG00000238102		
chr20	7302056	7307432	-	ENSG00000261249	long intergenic non-protein coding RNA 1751 [Source:HGNC Symbol;Acc:HGNC:52539]	LINC01751
chr20	7347467	7367632	+	ENSG00000224711	long intergenic non-protein coding RNA 1706 [Source:HGNC Symbol;Acc:HGNC:52494]	LINC01706
chr20	9986088	10007116	+	ENSG00000243961		
chr20	10173520	10196990	+	ENSG00000230506		
chr20	10180235	10185775	+	ENSG00000232448		
chr20	10753090	10753966	+	ENSG00000224961	long intergenic non-protein coding RNA 1752 [Source:HGNC Symbol;Acc:HGNC:52540]	LINC01752
chr20	10753278	10765286	-	ENSG00000234900		
chr20	10875333	10909272	-	ENSG00000232900		
chr20	11001304	11001763	+	ENSG00000270777		
chr20	11027760	11029366	+	ENSG00000125899	chromosome 20 open reading frame 187 [Source:HGNC Symbol;Acc:HGNC:16180]	C20orf187
chr20	11234170	11301525	-	ENSG00000230990		
chr20	11536406	11541647	-	ENSG00000282478		
chr20	11685144	11687323	-	ENSG00000261411		
chr20	11800463	11870715	-	ENSG00000228422	long intergenic non-protein coding RNA 687 [Source:HGNC Symbol;Acc:HGNC:16194]	LINC00687
chr20	12243895	12244296	-	ENSG00000235292		
chr20	12305613	12316485	-	ENSG00000230437		
chr20	12865202	12952519	-	ENSG00000233048	long intergenic non-protein coding RNA 1722 [Source:HGNC Symbol;Acc:HGNC:52510]	LINC01722
chr20	12934877	12935783	-	ENSG00000269931		
chr20	12950338	12951627	+	ENSG00000234265	long intergenic non-protein coding RNA 1723 [Source:HGNC Symbol;Acc:HGNC:52511]	LINC01723
chr20	13368291	13368703	-	ENSG00000278153		
chr20	16576068	16579615	+	ENSG00000273998		
chr20	16580258	16580622	+	ENSG00000275728		
chr20	16857962	16864148	-	ENSG00000236985		
chr20	17887363	17888160	-	ENSG00000233625		
chr20	18322552	18359300	-	ENSG00000230010		
chr20	18786065	18794335	-	ENSG00000179935	long intergenic non-protein coding RNA 652 [Source:HGNC Symbol;Acc:HGNC:25003]	LINC00652
chr20	18794529	18796067	+	ENSG00000273148		
chr20	19000709	19056796	-	ENSG00000274863		
chr20	19756390	19758037	-	ENSG00000268628		
chr20	19757708	19809675	+	ENSG00000233895		
chr20	19871891	19872284	+	ENSG00000275142		
chr20	20970448	20972562	+	ENSG00000234104		
chr20	21087604	21106358	-	ENSG00000225127	long intergenic non-protein coding RNA 237 [Source:HGNC Symbol;Acc:HGNC:38166]	LINC00237
chr20	21089696	21090509	+	ENSG00000283405		
chr20	21499261	21502934	-	ENSG00000278041		
chr20	21530202	21530744	+	ENSG00000233492		
chr20	21569976	21619674	+	ENSG00000279082	long intergenic non-protein coding RNA 1727 [Source:HGNC Symbol;Acc:HGNC:52515]	LINC01727
chr20	21610787	21703585	-	ENSG00000280350	long intergenic non-protein coding RNA 1726 [Source:HGNC Symbol;Acc:HGNC:52514]	LINC01726
chr20	21947647	21970783	+	ENSG00000238034		
chr20	22054090	22074654	+	ENSG00000234435	long intergenic non-protein coding RNA 1432 [Source:HGNC Symbol;Acc:HGNC:50745]	LINC01432
chr20	22220554	22223283	+	ENSG00000234862		
chr20	22263065	22284029	-	ENSG00000225321	long intergenic non-protein coding RNA 1427 [Source:HGNC Symbol;Acc:HGNC:50737]	LINC01427
chr20	22371216	22471557	-	ENSG00000204684		
chr20	22547671	22578642	-	ENSG00000259974	long intergenic non-protein coding RNA 261 [Source:HGNC Symbol;Acc:HGNC:16189]	LINC00261
chr20	22587522	22607517	-	ENSG00000237396	long intergenic non-protein coding RNA 1384 [Source:HGNC Symbol;Acc:HGNC:50656]	LINC01384
chr20	22668484	22685344	-	ENSG00000230400	long intergenic non-protein coding RNA 1747 [Source:HGNC Symbol;Acc:HGNC:52536]	LINC01747
chr20	22685391	22746107	+	ENSG00000283072		
chr20	23125068	23132621	-	ENSG00000233746	long intergenic non-protein coding RNA 656 [Source:HGNC Symbol;Acc:HGNC:27304]	LINC00656
chr20	23180176	23187544	+	ENSG00000275179		
chr20	23187961	23190307	+	ENSG00000230387		
chr20	23320958	23325352	-	ENSG00000277901		
chr20	23356594	23358116	-	ENSG00000232645	long intergenic non-protein coding RNA 1431 [Source:HGNC Symbol;Acc:HGNC:50744]	LINC01431
chr20	23458529	23459459	+	ENSG00000273838		
chr20	23481645	23519054	-	ENSG00000260202		
chr20	23489416	23489973	-	ENSG00000276638		
chr20	23631826	23632316	-	ENSG00000270001		
chr20	23655225	23656390	-	ENSG00000225056		
chr20	24142590	24144386	-	ENSG00000236151		
chr20	24199767	24224588	+	ENSG00000230133	long intergenic non-protein coding RNA 1721 [Source:HGNC Symbol;Acc:HGNC:52508]	LINC01721
chr20	24297585	24318086	-	ENSG00000232200		
chr20	24679547	24680991	+	ENSG00000231015		
chr20	24931840	24932983	+	ENSG00000274173		
chr20	25062962	25063591	-	ENSG00000275358		
chr20	25140789	25149258	-	ENSG00000230725		
chr20	25229150	25231933	+	ENSG00000277938		
chr20	25239007	25245229	-	ENSG00000274414		
chr20	25955812	25969288	+	ENSG00000226203	long intergenic non-protein coding RNA 1733 [Source:HGNC Symbol;Acc:HGNC:52521]	LINC01733
chr20	26008791	26010531	-	ENSG00000231081		
chr20	26132887	26134198	-	ENSG00000230440		
chr20	26188408	26196891	+	ENSG00000238129		
chr20	30278906	30288479	-	ENSG00000205611	long intergenic non-protein coding RNA 1597 [Source:HGNC Symbol;Acc:HGNC:51594]	LINC01597
chr20	31485778	31487574	+	ENSG00000233354	long intergenic non-protein coding RNA 28 [Source:HGNC Symbol;Acc:HGNC:16224]	LINC00028
chr20	31580890	31581214	+	ENSG00000278276		
chr20	32355053	32355734	+	ENSG00000277692		
chr20	32564992	32608893	+	ENSG00000204393		
chr20	32631652	32673941	-	ENSG00000198547	chromosome 20 open reading frame 203 [Source:HGNC Symbol;Acc:HGNC:26592]	C20orf203
chr20	32856621	32858751	+	ENSG00000260257		
chr20	33655701	33656423	-	ENSG00000275223		
chr20	33983052	33994357	-	ENSG00000228265	RALY antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50743]	RALY-AS1
chr20	33985617	33988989	-	ENSG00000276073		
chr20	33989480	33991818	-	ENSG00000275784		
chr20	34014969	34017749	-	ENSG00000228386		
chr20	36045622	36050960	-	ENSG00000260032	non-coding RNA activated by DNA damage [Source:HGNC Symbol;Acc:HGNC:44311]	NORAD
chr20	36064243	36064563	-	ENSG00000277235		
chr20	36072441	36085260	+	ENSG00000234139		
chr20	36086252	36088192	-	ENSG00000237063		
chr20	36233851	36234297	+	ENSG00000278035		
chr20	37571103	37583935	+	ENSG00000274469	long intergenic non-protein coding RNA 1746 [Source:HGNC Symbol;Acc:HGNC:52534]	LINC01746
chr20	37619298	37623119	-	ENSG00000225759	long intergenic non-protein coding RNA 489 [Source:HGNC Symbol;Acc:HGNC:43426]	LINC00489
chr20	37676910	37683234	+	ENSG00000204117		
chr20	38103524	38104961	-	ENSG00000277550		
chr20	38378825	38383179	+	ENSG00000275285		
chr20	38406011	38416797	-	ENSG00000224635		
chr20	38418483	38419202	-	ENSG00000275401		
chr20	38955910	38956547	+	ENSG00000274825		
